iter	Passed	Remaining
1686	6956	1290
1687	6961	1286
1688	6965	1282
1689	6968	1278
1690	6972	1274
1691	6976	1270
1692	6980	1265
1693	6983	1261
1694	6987	1257
1695	6990	1253
1696	6994	1248
1697	6997	1244
1698	7001	1240
1699	7007	1236
1700	7010	1232
1701	7014	1228
1702	7017	1223
1703	7021	1219
1704	7025	1215
1705	7029	1211
1706	7033	1207
1707	7038	1203
1708	7042	1199
1709	7046	1194
1710	7050	1190
1711	7054	1186
1712	7057	1182
1713	7061	1178
1714	7066	1174
1715	7070	1170
1716	7074	1165
1717	7077	1161
1718	7082	1157
1719	7086	1153
1720	7090	1149
1721	7094	1145
1722	7098	1141
1723	7102	1137
1724	7106	1132
1725	7112	1129
1726	7116	1125
1727	7121	1120
1728	7126	1117
1729	7130	1112
1730	7134	1108
1731	7138	1104
1732	7142	1100
1733	7146	1096
1734	7150	1092
1735	7153	1087
1736	7157	1083
1737	7160	1079
1738	7164	1075
1739	7167	1071
1740	7171	1066
1741	7174	1062
1742	7178	1058
1743	7181	1054
1744	7185	1049
1745	7188	1045
1746	7192	1041
1747	7195	1037
1748	7200	1033
1749	7206	1029
1750	7210	1025
1751	7214	1021
1752	7218	1017
1753	7221	1012
1754	7225	1008
1755	7229	1004
1756	7233	1000
1757	7237	996
1758	7240	992
1759	7244	987
1760	7249	983
1761	7253	979
1762	7260	976
1763	7264	971
1764	7267	967
1765	7271	963
1766	7275	959
1767	7278	955
1768	7282	950
1769	7285	946
1770	7289	942
1771	7293	938
1772	7296	934
1773	7299	929
1774	7304	925
1775	7309	921
1776	7313	917
1777	7317	913
1778	7322	909
1779	7326	905
1780	7329	901
1781	7333	897
1782	7337	893
1783	7341	888
1784	7345	884
1785	7349	880
1786	7353	876
1787	7356	872
1788	7360	868
1789	7363	863
1790	7367	859
1791	7370	855
1792	7374	851
1793	7377	847
1794	7381	843
1795	7384	838
1796	7388	834
1797	7391	830
1798	7398	826
1799	7406	822
1800	7410	818
1801	7415	814
1802	7426	811
1803	7430	807
1804	7434	803
1805	7438	799
1806	7443	795
1807	7447	790
1808	7451	786
1809	7456	782
1810	7460	778
1811	7465	774
1812	7469	770
1813	7474	766
1814	7478	762
1815	7482	758
1816	7487	754
1817	7491	749
1818	7495	745
1819	7501	741
1820	7506	737
1821	7512	733
1822	7517	729
1823	7521	725
1824	7525	721
1825	7529	717
1826	7533	713
1827	7537	709
1828	7540	705
1829	7544	700
1830	7548	696
1831	7551	692
1832	7555	688
1833	7559	684
1834	7563	680
1835	7566	675
1836	7570	671
1837	7574	667
1838	7577	663
1839	7581	659
1840	7584	655
1841	7587	650
1842	7591	646
1843	7595	642
1844	7598	638
1845	7602	634
1846	7606	630
1847	7611	626
1848	7614	621
1849	7618	617
1850	7622	613
1851	7625	609
1852	7629	605
1853	7632	601
1854	7636	596
1855	7639	592
1856	7643	588
1857	7646	584
1858	7650	580
1859	7654	576
1860	7658	572
1861	7662	567
1862	7665	563
1863	7670	559
1864	7673	555
1865	7677	551
1866	7680	547
1867	7684	543
1868	7688	538
1869	7691	534
1870	7695	530
1871	7698	526
1872	7702	522
1873	7705	518
1874	7709	513
1875	7713	509
1876	7717	505
1877	7722	501
1878	7726	497
1879	7731	493
1880	7735	489
1881	7738	485
1882	7742	481
1883	7746	476
1884	7749	472
1885	7752	468
1886	7756	464
1887	7760	460
1888	7763	456
1889	7767	452
1890	7770	447
1891	7775	443
1892	7779	439
1893	7783	435
1894	7786	431
1895	7790	427
1896	7794	423
1897	7797	419
1898	7801	414
1899	7809	411
1900	7814	406
1901	7817	402
1902	7821	398
1903	7825	394
1904	7828	390
1905	7832	386
1906	7835	382
1907	7839	378
1908	7842	373
1909	7846	369
1910	7849	365
1911	7853	361
1912	7856	357
1913	7860	353
1914	7863	349
1915	7867	344
1916	7872	340
1917	7876	336
1918	7880	332
1919	7885	328
1920	7894	324
1921	7899	320
1922	7903	316
1923	7908	312
1924	7914	308
1925	7919	304
1926	7924	300
1927	7928	296
1928	7932	291
1929	7937	287
1930	7941	283
1931	7945	279
1932	7949	275
1933	7954	271
1934	7958	267
1935	7962	263
1936	7967	259
1937	7972	255
1938	7976	250
1939	7980	246
1940	7984	242
1941	7988	238
1942	7992	234
1943	7997	230
1944	8001	226
1945	8005	222
1946	8009	218
1947	8016	213
1948	8022	209
1949	8026	205
1950	8031	201
1951	8036	197
1952	8040	193
1953	8044	189
1954	8048	185
1955	8053	181
1956	8057	177
1957	8061	172
1958	8067	168
1959	8071	164
1960	8075	160
1961	8081	156
1962	8085	152
1963	8089	148
1964	8108	144
1965	8113	140
1966	8117	136
1967	8121	132
1968	8128	127
1969	8132	123
1970	8137	119
1971	8142	115
1972	8146	111
1973	8150	107
1974	8154	103
1975	8158	99
1976	8162	94
1977	8165	90
1978	8170	86
1979	8174	82
1980	8178	78
1981	8181	74
1982	8186	70
1983	8190	66
1984	8193	61
1985	8197	57
1986	8201	53
1987	8205	49
1988	8208	45
1989	8212	41
1990	8217	37
1991	8221	33
1992	8225	28
1993	8228	24
1994	8232	20
1995	8236	16
1996	8240	12
1997	8243	8
1998	8247	4
1999	8250	0
